iter	Logloss
605	0.04982358148
606	0.04981276848
607	0.04976970814
608	0.04972812587
609	0.04968182325
610	0.04966192371
611	0.04966190834
612	0.04964730615
613	0.04962862033
614	0.04960326952
615	0.04954901354
616	0.04951448516
617	0.04949851106
618	0.04948619097
619	0.04945757826
620	0.04944120224
621	0.04942322928
622	0.0494026299
623	0.04936897885
624	0.04936867603
625	0.04934637365
626	0.04932463859
627	0.04930861297
628	0.04927542438
629	0.04924263355
630	0.04922940533
631	0.04918410193
632	0.04914352604
633	0.04912666839
634	0.04908910997
635	0.04907168913
636	0.04904671115
637	0.04902747184
638	0.04900673668
639	0.04899696886
640	0.04897828103
641	0.04895130762
642	0.04892560442
643	0.0489165968
644	0.04890190085
645	0.04888189331
646	0.04883208729
647	0.04881618313
648	0.04881608872
649	0.04879144069
650	0.04877257564
651	0.04875942168
652	0.04875939224
653	0.04875936577
654	0.04874440255
655	0.04873036656
656	0.04870908633
657	0.04867879267
658	0.04866189753
659	0.04863158875
660	0.04861170043
661	0.04860079352
662	0.04857831494
663	0.04857134934
664	0.0485710234
665	0.04855804939
666	0.04855797394
667	0.04852853756
668	0.04851117831
669	0.04849742115
670	0.04847475527
671	0.04845750304
672	0.04844513364
673	0.04839769009
674	0.04839167842
675	0.04837092468
676	0.04834352625
677	0.04828479867
678	0.04825551717
679	0.04821899563
680	0.0482016317
681	0.0481642729
682	0.04815847256
683	0.04813654261
684	0.04810936972
685	0.04808205398
686	0.0480700907
687	0.04805743939
688	0.0480026105
689	0.04795328254
690	0.04793418936
691	0.04787428532
692	0.0478363322
693	0.04781636461
694	0.04777541082
695	0.04773918201
696	0.04770548645
697	0.04767961805
698	0.04767079261
699	0.04765311879
700	0.04764074343
701	0.0476226624
702	0.04759889609
703	0.04759889435
704	0.04756848745
705	0.04754519866
706	0.04754514071
707	0.04752840716
708	0.04750309607
709	0.04747682048
710	0.0474448875
711	0.04743341837
712	0.04742293193
713	0.04739612198
714	0.0473566764
715	0.04732334036
716	0.04727236725
717	0.04725818716
718	0.04724637574
719	0.04723275375
720	0.04721711417
721	0.04720252614
722	0.04717909653
723	0.04716548548
724	0.04714937256
725	0.0471131402
726	0.04709657421
727	0.04705866833
728	0.04705122705
729	0.04701254094
730	0.04699574974
731	0.04697584547
732	0.04694797448
733	0.04693478936
734	0.04692947011
735	0.04690252612
736	0.04686270934
737	0.0468381369
738	0.04680760761
739	0.0467834677
740	0.0467006341
741	0.04667388609
742	0.04665411194
743	0.04663878527
744	0.0466283703
745	0.04659015177
746	0.04657528784
747	0.04655545847
748	0.04654491183
749	0.04652924427
750	0.04650719358
751	0.04648217767
752	0.04646751479
753	0.04642198419
754	0.0464040347
755	0.04636189776
756	0.04633961095
757	0.04630855132
758	0.04628165796
759	0.04626234121
760	0.0462271498
761	0.04621349239
762	0.04618189454
763	0.04612898691
764	0.04610273914
765	0.04609243047
766	0.0460663563
767	0.0460427974
768	0.04599794031
769	0.04594868632
770	0.04590600274
771	0.04586836457
772	0.04582506859
773	0.04577807529
774	0.04573431
775	0.04570509377
776	0.04569538923
777	0.0456724131
778	0.04565637049
779	0.04562633817
780	0.04560190862
781	0.04557222934
782	0.04554778248
783	0.04550463148
784	0.04548186274
785	0.04545426823
786	0.04542493566
787	0.04540862513
788	0.04538735856
789	0.04536325453
790	0.04535092834
791	0.04533661057
792	0.04531806194
793	0.04528307897
794	0.04525244565
795	0.0452377451
796	0.04522597056
797	0.04520148842
798	0.04518553901
799	0.04512749883
800	0.04509567612
801	0.04505136891
802	0.04502553051
803	0.0450161617
804	0.04499709275
805	0.04496657216
806	0.0449267799
807	0.04487241806
808	0.04483115513
809	0.04480833499
810	0.04476988198
811	0.04474857438
812	0.04470061293
813	0.04462887827
814	0.04460119693
815	0.04459223446
816	0.04455207826
817	0.04452510658
818	0.0445044444
819	0.0444721513
820	0.04444572633
821	0.04440994508
822	0.044379897
823	0.04435903353
824	0.04432287653
825	0.0442923272
826	0.04421504643
827	0.04420247328
828	0.04417917202
829	0.04413967383
830	0.04409093981
831	0.04406564847
832	0.04402336188
833	0.0440195039
834	0.04399579311
835	0.04397185786
836	0.04394883017
837	0.04392863514
838	0.04390465495
839	0.04382743332
840	0.04380079872
841	0.04377702358
842	0.04375082499
843	0.0437281005
844	0.04370143282
845	0.04368469513
846	0.04367130483
847	0.04366029022
848	0.04364198193
849	0.04361750023
850	0.04358410517
851	0.04356212206
852	0.04353401017
853	0.04351104322
854	0.04343832763
855	0.04341667233
856	0.04339207151
857	0.04335743942
858	0.04334186217
859	0.0433215851
860	0.04328941057
861	0.04325927904
862	0.04324974801
863	0.04318843242
864	0.04315489299
865	0.04312376332
866	0.04308973048
867	0.04307561309
868	0.04305430141
869	0.04305424107
870	0.04303518279
871	0.04300309889
872	0.04297982434
873	0.0429507476
874	0.04291842518
875	0.04287628608
876	0.04286001421
877	0.0428431395
878	0.04280383111
879	0.0427837572
880	0.04276731337
881	0.04274187452
882	0.0427125391
883	0.04268153876
884	0.04265982308
885	0.04263936182
886	0.04260745301
887	0.0425762936
888	0.04255876021
889	0.04254551556
890	0.04253745728
891	0.04250434618
892	0.04247483824
893	0.04245616454
894	0.04242519265
895	0.04240444719
896	0.04238681257
897	0.04234974994
898	0.04233045582
899	0.04233045582
900	0.04230819144
901	0.04229280603
902	0.0422254073
903	0.04220870983
904	0.04219905058
905	0.04218958739
906	0.0421737351
907	0.04215866134
908	0.04213003457
909	0.04211144819
910	0.04209829345
911	0.04207905243
912	0.04202354167
913	0.04200973394
914	0.04195737054
915	0.04194954382
916	0.04192744633
917	0.04189010216
918	0.04187692349
919	0.04185437321
920	0.04183769826
921	0.04179850117
922	0.04179190904
923	0.04178204729
924	0.04174775514
925	0.04171239902
926	0.0416781586
927	0.04166584742
928	0.04165664161
929	0.04163956745
930	0.04160437873
931	0.04159179977
932	0.04156583018
933	0.0415334378
934	0.04149861494
935	0.04146645434
936	0.04145249347
937	0.04144351015
938	0.04141322695
939	0.04139886939
940	0.04139038371
941	0.0413747841
942	0.04135333694
943	0.04132002856
944	0.04130966004
945	0.04127752939
946	0.04127007529
947	0.04124462404
948	0.04123579807
949	0.041197711
950	0.04116927425
951	0.04112056577
952	0.04111243972
953	0.04109033943
954	0.04106361547
955	0.04104796684
956	0.04104030134
957	0.04101729207
958	0.04100904857
959	0.04098098023
960	0.04093449557
961	0.04091313218
962	0.04087749254
963	0.04086497448
964	0.04084823086
965	0.04082347932
966	0.04078571645
967	0.04076519153
968	0.04074022466
969	0.04069080558
970	0.04067766861
971	0.04065946342
972	0.04064645229
973	0.04060913929
974	0.0406018765
975	0.04057831367
976	0.04054860937
977	0.04054177201
978	0.04052751455
979	0.04049738517
980	0.0404699143
981	0.04044333746
982	0.04043083418
983	0.040417848
984	0.04039892257
985	0.04038686921
986	0.0403690331
987	0.04034288808
988	0.04031702433
989	0.04030911737
990	0.04030116121
991	0.04029257268
992	0.04027698897
993	0.04023552823
994	0.04021102787
995	0.04018627861
996	0.04016316507
997	0.04012722842
998	0.04011606965
999	0.04010461434
0.03962339001
999	0.03961159603
