iter	Logloss
0	0.6193015314
1	0.5516547117
2	0.4978189527
3	0.4540714984
4	0.4086924614
5	0.3772018587
6	0.3467948929
7	0.3127551877
8	0.292369014
9	0.2724930463
10	0.255507036
11	0.2335472482
12	0.2212780974
13	0.2058653175
14	0.197572792
15	0.1840599921
16	0.1748971752
17	0.1651696995
18	0.1591512018
19	0.1519078738
20	0.1460548039
21	0.1398747253
22	0.135331328
23	0.1315902802
24	0.1287503948
25	0.124763577
26	0.1206762838
27	0.1173301407
28	0.1153288497
29	0.1122987987
30	0.1103119036
31	0.1088247485
32	0.10756531
33	0.1057597195
34	0.1036534451
35	0.1024999457
36	0.1012881683
37	0.1002887308
38	0.0990874257
39	0.09778455223
40	0.09691930303
41	0.09564553707
42	0.09485105134
43	0.09403550057
44	0.09345549377
45	0.09284060308
46	0.0920577988
47	0.09096050698
48	0.09009825098
49	0.08969165709
50	0.08921047944
51	0.08872944471
52	0.08831985681
53	0.08777678798
54	0.08754376302
55	0.08674132609
56	0.08635051681
57	0.08610671005
58	0.08543275876
59	0.08514466921
60	0.0847430465
61	0.08449775379
62	0.08411545095
63	0.08386314965
64	0.08347492504
65	0.08328957951
66	0.0829631587
67	0.08273916459
68	0.08239940572
69	0.08210743784
70	0.08193201999
71	0.08176029501
72	0.0814788498
73	0.08132693329
74	0.08113736852
75	0.0808518581
76	0.08064121035
77	0.08041286397
78	0.08022134331
79	0.07999431286
80	0.07978914519
81	0.0795881162
82	0.07942555972
83	0.07922231289
84	0.07904056494
85	0.07885629784
86	0.0786865615
87	0.07852301685
88	0.07828155505
89	0.07812397869
90	0.07798432465
91	0.07787511748
92	0.07771955307
93	0.07755477205
94	0.07738839074
95	0.07726874174
96	0.07712041308
97	0.07694942575
98	0.07689344683
99	0.07675927428
100	0.07662681727
101	0.07653301134
102	0.07640467106
103	0.07633457317
104	0.07620014498
105	0.07603367338
106	0.07592123258
107	0.07585237692
108	0.07575750634
109	0.07561187055
110	0.07549898976
111	0.07537475591
112	0.07527454181
113	0.07513411647
114	0.07503609948
115	0.07489809993
116	0.07488252122
117	0.07478482318
118	0.07460260315
119	0.07450509694
120	0.07434512257
121	0.07421733524
122	0.0741035136
123	0.07401515287
124	0.07389516671
125	0.0737344916
126	0.07363752332
127	0.07355012608
128	0.07341417112
129	0.07324589398
130	0.07316638055
131	0.07298646491
132	0.07290704307
133	0.07282773195
134	0.07275395235
135	0.0726752604
136	0.07254804598
137	0.07247195344
138	0.07240924845
139	0.07237593875
140	0.07228849264
141	0.07219290716
142	0.07209374212
143	0.07200101832
144	0.07186558554
145	0.07177300272
146	0.07169516809
147	0.07154363369
148	0.07145764786
149	0.07130859154
150	0.07122505265
151	0.07114343435
152	0.07105641641
153	0.07098771774
154	0.07083448003
155	0.07076018364
156	0.07068049109
157	0.07059221299
158	0.07048790635
159	0.07034958976
160	0.0702288982
161	0.07015008432
162	0.07007181927
163	0.06993302844
164	0.06983075382
165	0.06973313931
166	0.06968429533
167	0.06960353848
168	0.06952663122
169	0.06946584591
170	0.06938319894
171	0.06930955298
172	0.06920553539
173	0.06912910005
174	0.06907453624
175	0.0690051063
176	0.06894199846
177	0.06886183258
178	0.06877276782
179	0.06870214406
180	0.06865295713
181	0.06860375564
182	0.0684975496
183	0.06845158689
184	0.06836196002
185	0.06831565119
186	0.06826515387
187	0.06816808778
188	0.06809216858
189	0.06804063162
190	0.06797857662
191	0.06788071976
192	0.06783276819
193	0.06778220894
194	0.06772955046
195	0.06768173117
196	0.067604888
197	0.0675143801
198	0.06743733426
199	0.0673689052
200	0.06727778527
201	0.0672089613
202	0.06716931812
203	0.06709377038
204	0.06701478006
205	0.06696817515
206	0.06690350077
207	0.0668486301
208	0.06675208774
209	0.06670106198
210	0.06665936095
211	0.06658261254
212	0.06653287147
213	0.06646122384
214	0.0664132102
215	0.06636531048
216	0.06627883344
217	0.06627046924
218	0.06620458411
219	0.06616974933
220	0.06608735367
221	0.06605065102
222	0.06599605
223	0.06592852234
224	0.06586243883
225	0.06580411081
226	0.0657458303
227	0.06571146373
228	0.06565508365
229	0.06558251498
230	0.06553453723
231	0.06549210275
232	0.06545165853
233	0.06540107706
234	0.06535426863
235	0.06531211735
236	0.06525112933
237	0.06521970554
238	0.0651391159
239	0.06508861396
240	0.06505345949
241	0.06502915815
242	0.06496765898
243	0.06492551598
244	0.06487830863
245	0.06480842705
246	0.06475807432
247	0.0646939236
248	0.06460215026
249	0.06451889962
250	0.06447321814
251	0.06437396728
252	0.06431943607
253	0.06427098073
254	0.06423573762
255	0.06416705339
256	0.06410930752
257	0.06402438977
258	0.06397545933
259	0.06392430632
260	0.06390567227
261	0.0638687685
262	0.06380222573
263	0.0637377637
264	0.06361127845
265	0.06354680953
266	0.0634677027
267	0.06338039264
268	0.06334498768
269	0.06329674023
270	0.06323905205
271	0.06317206725
272	0.063084358
273	0.0630303333
274	0.06298985164
275	0.06295275189
276	0.06291665479
277	0.06286539601
278	0.06279766387
279	0.06274802517
280	0.06271688673
281	0.06265645556
282	0.06261992932
283	0.06247686494
284	0.06241573809
285	0.06236630151
286	0.06229212911
287	0.06223484646
288	0.06215179554
289	0.06213762707
290	0.06206256418
291	0.06200959102
292	0.0619678485
293	0.06191613703
294	0.0618833178
295	0.06181999573
296	0.06178960276
297	0.06176086484
298	0.06172769498
299	0.06167535674
300	0.06163074083
301	0.06158072042
302	0.0615282099
303	0.06146051603
304	0.06140366792
305	0.06134987222
306	0.06129765477
307	0.06121845437
308	0.06118021568
309	0.0611394481
310	0.06109487585
311	0.0610637332
312	0.06102754683
313	0.06097080534
314	0.06093099204
315	0.06090006722
316	0.06082366493
317	0.06080455828
318	0.06073450671
319	0.0606986288
320	0.06064281175
321	0.06059842264
322	0.0605590095
323	0.06044949274
324	0.06037831405
325	0.06032955372
326	0.0603133684
327	0.06027064869
328	0.06021140966
329	0.06016051095
330	0.06011935571
331	0.06007230358
332	0.06004475524
333	0.06001847382
334	0.05998881315
335	0.05986320709
336	0.05980270124
337	0.05973943544
338	0.05970625784
339	0.0596665614
340	0.05962234295
341	0.05952217866
342	0.05945552329
343	0.05943153271
344	0.05940867739
345	0.05931538915
346	0.05926325106
347	0.05922035059
348	0.05918350297
349	0.05913753169
350	0.05911493021
351	0.05903923223
352	0.05898374739
353	0.05894074961
354	0.05889327273
355	0.05886544192
356	0.058765331
357	0.05872920436
358	0.05870864054
359	0.05864465366
360	0.05860687181
361	0.05855780199
362	0.05851821104
363	0.05845945321
364	0.05842210556
365	0.05838778208
366	0.05835195984
367	0.0583117726
368	0.05826923073
369	0.0582352655
370	0.05819243614
371	0.05817190034
372	0.05810688878
373	0.05805749511
374	0.05800207322
375	0.05796586461
376	0.05792952294
377	0.05787606911
378	0.05784302112
379	0.05779617453
380	0.05775148487
381	0.05772736019
382	0.05769619212
383	0.05766244373
384	0.05761789798
385	0.05757429218
386	0.05753922994
387	0.05751023123
388	0.05745543546
389	0.05743430657
390	0.05738354058
391	0.05734402095
392	0.05730166834
393	0.05727243074
394	0.05719918193
395	0.05717447601
396	0.05709295162
397	0.05701318739
398	0.05697706473
399	0.05694952482
400	0.05690947927
401	0.05688377038
402	0.05685368032
403	0.0568362481
404	0.05678771805
405	0.05675167374
406	0.05669686739
407	0.05664100336
408	0.05660532549
409	0.05657391941
410	0.05655155657
411	0.05652571583
412	0.05648794458
413	0.05646968815
414	0.05642591238
415	0.05637572146
416	0.05633350243
417	0.05628333367
418	0.05624386681
419	0.05618804669
420	0.0561518961
421	0.05607709673
422	0.05603121691
423	0.05598313155
424	0.05593934103
425	0.05590543972
426	0.05587318208
427	0.05579901841
428	0.05574187958
429	0.0557185777
430	0.05564991951
431	0.0556168044
432	0.05559097873
433	0.055534629
434	0.05548094898
435	0.05542159713
436	0.05538257819
437	0.05533910618
438	0.05528925833
439	0.05525206642
440	0.0552283302
441	0.05517725275
442	0.05512729504
443	0.05509131363
444	0.05505369034
445	0.05499892357
446	0.05496843862
447	0.05492470713
448	0.05489438817
449	0.05485879292
450	0.05480089353
451	0.05478592023
452	0.05475895633
453	0.05472004245
454	0.05461284743
455	0.05458329938
456	0.05453886542
457	0.05449019785
458	0.05444857605
459	0.05441905387
460	0.05437843576
461	0.0543404087
462	0.05431389122
463	0.05428566299
464	0.05425155195
465	0.05421702723
466	0.05419424023
467	0.05416247665
468	0.05414906295
469	0.05411027074
470	0.05407895548
471	0.05404321153
472	0.0540184148
473	0.05396224934
474	0.0539346131
475	0.0538989789
476	0.05386957363
477	0.05384218316
478	0.05380922421
479	0.05378148989
480	0.05375467402
481	0.05365269715
482	0.05362516106
483	0.05359914243
484	0.05357670774
485	0.0535243021
486	0.05346587077
487	0.05341359816
488	0.05340124175
489	0.05337054032
490	0.05335137669
491	0.05332082397
492	0.05329919629
493	0.05325018301
494	0.05319638843
495	0.05313539517
496	0.05311438056
497	0.05306979815
498	0.05297793283
499	0.05295972987
500	0.0529222602
501	0.05289823613
502	0.05286880531
503	0.05284670469
504	0.05283207908
505	0.0527894292
506	0.05276623616
507	0.05271948737
508	0.05267688102
509	0.05264922442
510	0.0526287301
511	0.05257231144
512	0.05254517494
513	0.05249295283
514	0.05247159593
515	0.05242306944
516	0.0523825207
517	0.0523125426
518	0.05226715277
519	0.05224726479
520	0.05219539478
521	0.0521512144
522	0.0521403958
523	0.05211508228
524	0.05211507763
525	0.05210164188
526	0.05208027794
527	0.05203368836
528	0.05201640106
529	0.05198529852
530	0.05195071474
531	0.05188703417
532	0.05179536266
533	0.05177887249
534	0.05175538325
535	0.05168446185
536	0.05168396356
537	0.05167153319
538	0.05164882342
539	0.05160459257
540	0.05157479739
541	0.05154561226
542	0.05151597647
543	0.05150049256
544	0.05148243072
545	0.05145722947
546	0.05139176211
547	0.05136270553
548	0.05134363815
549	0.05129654067
550	0.05125550345
551	0.05123191379
552	0.05118580561
553	0.0511688102
554	0.05110860152
555	0.05108917613
556	0.0510551045
557	0.05103502601
558	0.05100279542
559	0.05098395152
560	0.05096965682
561	0.05094000768
562	0.0509193011
563	0.05090060135
564	0.05088625254
565	0.05085711833
566	0.05082920494
567	0.0508116563
568	0.05078023557
569	0.05074113405
570	0.05070716691
571	0.05068109059
572	0.05058899587
573	0.05056269898
574	0.05053276114
575	0.05050462425
576	0.05048748181
577	0.05046757641
578	0.05043226556
579	0.0503761347
580	0.0503178919
581	0.05028032626
582	0.05026351011
583	0.05025067408
584	0.0502300231
585	0.0502119349
586	0.05018693496
587	0.05015388818
588	0.0501408421
589	0.05011422112
590	0.05011138561
591	0.05009389929
592	0.05007680502
593	0.05005333828
594	0.05000662599
595	0.04998105407
596	0.0499599449
597	0.04995992039
598	0.04993461721
599	0.04990378143
600	0.04988443472
601	0.04985357767
602	0.04985354906
603	0.04983998417
604	0.04983995276
